City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
332,Guerrero Negro,MX,66.54,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
333,Druzhba,UA,52.79,overcast clouds,52.0428,33.9453,
334,Alvorada,BR,73.58,overcast clouds,-12.48,-49.1247,Cristal Plaza Hotel
335,Benghazi,LY,71.92,clear sky,32.1167,20.0667,Tibesti Hotel
337,Mao,ES,72.16,few clouds,39.8885,4.2658,ARTIEM Capri
338,Kurdzhinovo,RU,51.55,scattered clouds,43.9884,40.9552,Camping Bolshaya Laba
339,Abnub,EG,80.71,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
340,Hunfeld,DE,64.11,overcast clouds,50.6797,9.7673,Best Western Plus Konrad Zuse Hotel
341,Bayonne,FR,77.63,clear sky,43.3333,-1.4167,Hotel Restaurant Txistulari
342,San Policarpo,PH,82.0,light rain,12.1791,125.5072,Agapita M. Nicart
344,Hobyo,SO,82.76,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
346,Salinopolis,BR,79.07,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
347,Mogok,MM,73.31,scattered clouds,22.9167,96.5,MOGOK HILL HOTEL
349,Malamig,PH,77.4,moderate rain,12.95,121.3667,Anela's place
353,Ordu,TR,47.91,overcast clouds,40.9086,37.6845,Orencik Koyu Muhtarligi
354,Samarai,PG,82.36,few clouds,-10.6167,150.6667,Nuli Sapi
356,Vieques,PR,80.89,overcast clouds,18.425,-65.8329,"The St. Regis Bahia Beach Resort, Puerto Rico"
358,Beberibe,BR,77.61,broken clouds,-4.1797,-38.1306,Villa Arte Pousada Morro Branco
359,Quang Ngai,VN,76.8,overcast clouds,15.1167,108.8,Central Hotel
360,Lisburn,GB,55.62,light rain,54.5234,-6.0353,Premier Inn Lisburn hotel
363,Harper,LR,80.58,light rain,4.375,-7.7169,Screensaver
364,Portland,US,55.11,mist,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
365,Malanje,AO,67.53,light rain,-9.5402,16.341,Hotel Ginga
366,Novobohdanivka,UA,58.69,scattered clouds,47.0819,35.3272,
367,Artyom,AZ,59.14,light rain,40.4723,50.333,Nazimin bazdigxanasi
368,Minna,NG,83.53,overcast clouds,9.6139,6.5569,Royal Park hotel & suites
369,Palmerston,AU,87.78,broken clouds,-12.486,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
370,Ternate,ID,83.25,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
371,Annau,TM,67.35,few clouds,37.8876,58.516,"Гостиница ""Уссат инженер"""
372,Altamira,BR,71.29,overcast clouds,-3.2033,-52.2064,Requinte Hotel
373,Caravelas,BR,74.17,few clouds,-17.7125,-39.2481,Pousada dos Navegantes
374,Cabo San Lucas,MX,74.52,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
375,Thayetmyo,MM,89.28,few clouds,19.3167,95.1833,Htarwaya Thitsar Guest House
377,Yerkoy,TR,54.64,clear sky,39.6381,34.4672,Yerköy Öğretmenevi
378,Flinders,AU,65.25,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
379,Acapulco,MX,78.62,light rain,16.8634,-99.8901,HS Hotsson Smart Acapulco
381,The Valley,AI,79.83,broken clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
382,Malangwa,NP,84.49,clear sky,26.8568,85.5581,Prem Meat House
383,San Cristobal,VE,64.71,overcast clouds,7.7669,-72.225,Pirineos
384,Wuxi,CN,63.95,clear sky,31.5689,120.2886,Wuxi Jinjiang Grand Hotel
385,Chimbarongo,CL,48.45,clear sky,-34.7,-71.05,Hostal Ruka Kamañ
386,Namatanai,PG,81.43,light rain,-3.6667,152.4333,Seagulls Inn Namatani
389,Lorengau,PG,81.91,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
390,Boma,GH,82.27,overcast clouds,7.0805,-2.1697,Obaatanpa Hotel
391,Nisia Floresta,BR,74.21,overcast clouds,-6.0911,-35.2086,Rancho Crepusculo
392,Silver City,US,46.69,clear sky,32.7701,-108.2803,Copper Manor Motel
394,Louis Trichardt,ZA,65.68,overcast clouds,-23.0439,29.9032,139 on Munnik Guest House
395,Bydgoszcz,PL,63.61,clear sky,53.1235,18.0076,Hotel Kresowianka
396,Sebeta,ET,68.81,overcast clouds,8.9167,38.6167,Alem Hotel And Milto Cinema
397,Kahului,US,78.84,few clouds,20.8947,-156.47,Maui Seaside Hotel
398,Porto Velho,BR,75.25,mist,-8.7619,-63.9039,Ecos Hotel Conforto
399,Torrelavega,ES,78.46,overcast clouds,43.3494,-4.0479,Hotel Torresport Spa
401,Yamoussoukro,CI,74.86,overcast clouds,6.8206,-5.2767,Residence Heaven
402,Maxixe,MZ,76.15,moderate rain,-23.8597,35.3472,Oceano
406,Chase,CA,47.16,overcast clouds,50.8165,-119.6857,Chase Country Inn Motel
407,Amapa,BR,70.45,scattered clouds,1.0,-52.0,
408,Carutapera,BR,78.35,overcast clouds,-1.195,-46.02,Lidera
410,Westport,US,47.75,clear sky,41.1415,-73.3579,The Westport Inn
413,Tabou,CI,80.73,few clouds,4.423,-7.3528,hotêl doufoulougou
414,Amahai,ID,81.63,light rain,-3.3333,128.9167,HOTEL ISABELA
415,Camacha,PT,67.42,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
417,Gunnedah,AU,60.46,broken clouds,-30.9833,150.25,Gunnedah Motor Inn
418,Pisco,PE,55.45,mist,-13.7,-76.2167,Hotel San Isidro Oficial
419,Puerto Quijarro,BO,75.92,broken clouds,-17.7833,-57.7667,Hotel palance
422,Dori,BF,85.28,clear sky,14.0354,-0.0345,Hôtel Liptako
423,South Venice,US,71.98,clear sky,27.0531,-82.4243,"Island Sun Inn & Suites - Venice, Florida Historic Downtown & Beach Getaway"
424,Ouadda,CF,87.89,overcast clouds,8.0777,22.4007,
425,Uong Bi,VN,84.18,overcast clouds,21.0333,106.7833,khach san Trung lien
426,Bathsheba,BB,81.21,broken clouds,13.2167,-59.5167,Atlantis Hotel
427,Beipiao,CN,47.98,overcast clouds,41.7919,120.7792,Beipiao Hotel
429,Rock Sound,BS,80.33,clear sky,24.9,-76.2,Pink Corral Bay Property
430,Moron,AR,67.98,broken clouds,-34.6534,-58.6198,Hotel Morón
431,Ballina,AU,67.68,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
433,Liuli,TZ,85.68,scattered clouds,-11.0833,34.6333,"Puulu Beach,Puulu Village"
434,Llanes,ES,69.03,overcast clouds,43.4198,-4.7549,Hotel La Paz
435,Yinchuan,CN,60.84,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
437,Sucre,BO,54.5,clear sky,-19.0333,-65.2627,Hostal CasArte Takubamba
438,Komsomolskiy,UZ,65.12,scattered clouds,40.4272,71.7189,Ikathouse
441,Byron Bay,AU,67.75,scattered clouds,-28.65,153.6167,Backpackers Inn
442,Leku,ET,73.0,broken clouds,6.8667,38.45,
443,Gizo,SB,83.03,broken clouds,-8.103,156.8419,Imagination Island
444,Aransas Pass,US,64.4,clear sky,27.9095,-97.15,Microtel Inn & Suites by Wyndham Aransas Pass/Corpus Christi
448,Matamoros,MX,54.1,clear sky,25.5333,-103.25,Quinta Belem
450,Sirna,RO,66.42,clear sky,44.8,25.95,Rulote piese accesorii
452,Palu,ID,80.76,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
453,Bani Walid,LY,71.42,clear sky,31.7566,13.9942,مركزGLC للطلاء
454,Dobroye,RU,48.83,overcast clouds,52.8678,39.8109,Zarech'ye
455,Dingle,PH,78.62,heavy intensity rain,10.9995,122.6711,SEGAYA PROPERTY
456,Medford,US,48.65,clear sky,42.3265,-122.8756,Hampton Inn Medford
457,Svetlogorsk,BY,55.67,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
459,Kholm,RU,49.37,overcast clouds,59.2667,32.85,
460,Bilma,NE,79.5,clear sky,18.6853,12.9164,Expeditions Ténére voyages
461,Amuntai,ID,86.25,broken clouds,-2.4177,115.2494,Hotel Balqis
462,Ngunguru,NZ,64.0,overcast clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
465,Madimba,TZ,83.8,few clouds,-10.4,40.3333,
466,Porto Novo,BJ,84.34,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
469,Khani,GE,49.57,broken clouds,41.9563,42.9566,Guest House Kakasxidi სასტუმრო კაკასხიდი
470,Rio Grande,BR,63.01,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
471,Billings,US,46.17,scattered clouds,45.7833,-108.5007,Best Western Plus Clocktower Inn
474,General Pico,AR,59.0,overcast clouds,-35.6566,-63.7568,Euskadi Hotel
475,Puerto Ayacucho,VE,74.86,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
477,Roald,NO,53.76,broken clouds,62.5833,6.1333,Flem Cabins
478,Lola,GN,77.49,overcast clouds,7.8,-8.5333,
479,Sayyan,YE,67.5,scattered clouds,15.1718,44.3244,متنزه و بحيرة سيان
481,Lojt Kirkeby,DK,55.35,overcast clouds,55.0833,9.4667,Danland Løjt
482,Lasa,IT,68.11,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
484,Arlit,NE,80.65,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
486,Mareeba,AU,80.44,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
487,Mazara Del Vallo,IT,73.94,clear sky,37.6641,12.588,Vizier Resort & Spa
488,Manaus,BR,77.5,broken clouds,-3.1019,-60.025,Manaus Hotéis Millennium
489,Kansanshi,ZM,89.56,scattered clouds,-12.0951,26.4273,
490,Blackwater,AU,79.86,clear sky,-23.5833,148.8833,Blackwater Motor Inn
491,Avera,US,57.25,overcast clouds,33.194,-82.5271,
494,Tessalit,ML,80.73,clear sky,20.1986,1.0114,
496,Zhanaozen,KZ,52.92,broken clouds,43.3,52.8,Әлібек негрдің үйі
499,Simoes,BR,73.62,broken clouds,-7.5989,-40.8178,Hotel Ponto Certo
500,Puri,IN,86.52,clear sky,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
501,Sundumbili,ZA,78.42,few clouds,-29.1337,31.3975,The Plover Bed and Breakfast
502,Lormi,IN,83.7,clear sky,22.2833,81.7333,suresh Kumar Porte
504,Devrek,TR,59.85,few clouds,41.2192,31.9558,Otel Kıyıcı
505,Kwinana,AU,60.82,overcast clouds,-32.25,115.7667,Rockingham Apartments
506,Erzurum,TR,47.88,clear sky,40.0,41.5,Saksi Koyu Muhtarligi
507,Ankazobe,MG,79.02,broken clouds,-18.3167,47.1167,
508,Pozo Colorado,PY,72.57,scattered clouds,-23.4923,-58.7972,Hospedaje La Norteña
509,Cerrik,AL,69.35,clear sky,41.0317,19.9758,Doku
510,Ambulu,ID,79.39,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
512,Kaset Sombun,TH,79.68,overcast clouds,16.2805,101.9542,โรงแรมบุญเทวา
514,Kapit,MY,84.13,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
516,High Rock,BS,73.42,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
517,Moose Factory,CA,46.26,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
518,Sibolga,ID,80.67,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
519,Pokhara,NP,74.82,few clouds,28.2333,83.9833,OYO 170 Hotel View Point
520,Atherton,GB,55.69,overcast clouds,53.5237,-2.4935,The Mercury Motel
522,Orange Cove,US,55.56,haze,36.6244,-119.3137,
523,North Myrtle Beach,US,59.22,overcast clouds,33.816,-78.68,Avista Resort
524,Shingu,JP,58.32,few clouds,33.7333,135.9833,Shingu UI Hotel
526,Vallenar,CL,59.43,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
527,Lata,PT,60.93,moderate rain,40.1629,-8.3327,Casa Maquia
528,Wonthaggi,AU,52.83,overcast clouds,-38.6044,145.5913,Wonthaggi Caravans & Trailers
529,Fethiye,TR,76.87,clear sky,36.6217,29.1164,Club & Hotel Letoonia
530,Necochea,AR,54.36,light rain,-38.5473,-58.7368,dyd -mar Hotel
532,Salamiyah,SY,78.04,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
533,Marienburg,PL,61.84,broken clouds,54.0359,19.0266,Hotel Centrum Malbork
534,Masindi,UG,75.27,overcast clouds,1.6744,31.715,New Court View Hotel
535,Abdanan,IR,79.16,scattered clouds,32.9926,47.4198,خدمات موبایل میرزایی
536,Rampur Hat,IN,84.4,clear sky,24.1667,87.7833,Amantran Resort
537,Carballo,ES,62.76,broken clouds,43.213,-8.691,Pazo do Souto
539,Hambantota,LK,89.94,scattered clouds,6.1241,81.1185,Bungalow 63
540,Urla,TR,70.2,clear sky,38.3229,26.764,ulice Restaurant & Cafe & Butik Otel
541,Nagua,DO,74.32,broken clouds,19.3832,-69.8474,Hotel Cambri
543,New Kensington,US,45.07,clear sky,40.5698,-79.7648,SpringHill Suites by Marriott Pittsburgh Mills
544,Morro Bay,US,52.14,clear sky,35.3658,-120.8499,Inn at Morro Bay
545,Ponta Delgada,PT,57.92,few clouds,37.7333,-25.6667,Vila Nova Hotel
546,Matara,LK,83.1,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
547,Casablanca,MA,75.42,overcast clouds,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
548,Tabuk,PH,74.77,moderate rain,17.4189,121.4443,Golden Berries Hotel and Convention
549,Tatawin,TN,74.75,clear sky,32.9297,10.4518,Auberge Alferdaous
550,Xining,CN,46.71,broken clouds,36.6167,101.7667,Super Leisure Hotel
551,Port-Gentil,GA,78.76,broken clouds,-0.7193,8.7815,Fengshui Residence
552,Greensboro,US,53.55,overcast clouds,36.0726,-79.792,Marriott Greensboro Downtown
553,Gat,IL,84.4,scattered clouds,31.61,34.7642,OlusHome
554,Celendin,PE,52.99,overcast clouds,-6.8703,-78.1517,Villa Madrid
555,Debre Tabor,ET,65.53,scattered clouds,11.85,38.0167,Bahirdar
557,Ciudad Guayana,VE,74.37,moderate rain,8.3533,-62.6528,Hotel Las Americas
558,Puerto Escondido,MX,78.19,light rain,15.85,-97.0667,Aldea del Bazar Hotel and Spa
559,Lodeynoye Pole,RU,48.99,overcast clouds,60.726,33.5531,Svir Mini-Hotel
560,Estacion Coahuila,MX,65.01,clear sky,32.1939,-115.0017,MontseHouse
561,Rudbar,AF,88.41,broken clouds,30.15,62.6,
562,Xai-Xai,MZ,75.94,overcast clouds,-25.0519,33.6442,Complexo da Familia
564,Touros,BR,79.68,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
566,Amboasary,MG,76.37,light rain,-25.0333,46.3833,Le Bon Samaritain
567,Makokou,GA,77.49,overcast clouds,0.5738,12.8642,Hôtel Arizona
569,Kutum,SD,82.09,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
570,Dalbandin,PK,86.32,broken clouds,28.8947,64.4101,Sanjrani House
571,Teacapan,MX,70.38,clear sky,22.55,-105.75,Hotel los Mangos
574,Alindao,CF,83.53,light rain,5.0267,21.2088,OCHA Alindao
575,Nhamunda,BR,73.44,overcast clouds,-2.1861,-56.7131,Pousada Da Praia
576,Micheweni,TZ,83.44,broken clouds,-4.9667,39.8333,
577,Ganzhou,CN,70.03,few clouds,28.8184,115.4327,Zhanqian Grand Hotel
578,Viedma,AR,52.11,overcast clouds,-40.8135,-62.9967,Hotel Cristal
579,Can Tho,VN,85.98,broken clouds,10.0333,105.7833,Kim Lan Hotel Can Tho
580,Slavyanka,RU,46.89,clear sky,42.8633,131.3847,"Gostevoy Dom, ""Nattalika"""
581,Tecoanapa,MX,77.31,few clouds,16.5167,-98.75,Hotel Manglares
582,Werda,BW,85.86,clear sky,-25.2667,23.2833,
583,Ta Khmau,KH,86.05,scattered clouds,11.4833,104.95,សណ្ឋាគារ និង ភោជនីយដ្ឋាន ត្រានីកា
584,Kozuchow,PL,66.47,overcast clouds,51.7456,15.5949,Gospodarstwo Agroturystyczne U Włodka i Marysi
586,Lagoa,PT,61.95,broken clouds,39.05,-27.9833,Casa Das Faias
587,Morehead,US,49.98,fog,37.2711,-87.1764,CCI Express Inn
588,Sabha,LY,69.51,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
589,Buin,CL,61.74,clear sky,-33.7333,-70.75,Paihuen
590,Filadelfia,US,50.88,overcast clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
592,Port Hardy,CA,48.31,light rain,50.6996,-127.4199,Airport Inn-Port Hardy
593,Praia,CV,79.34,clear sky,14.9215,-23.5087,LT Aparthotel
595,Dekar,BW,89.55,clear sky,-21.5333,21.9333,
596,Sorong,ID,83.41,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
599,Ilawe,NG,79.02,broken clouds,7.8667,4.4333,MR SALAM LODGE
600,Alice Springs,AU,88.21,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
602,Nabire,ID,78.33,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
603,Hervey Bay,AU,74.25,clear sky,-25.2986,152.8535,Shelly Bay Resort
604,Poum,NC,79.05,clear sky,-20.2333,164.0167,
605,Graciano Sanchez,MX,65.35,scattered clouds,23.9167,-99.2833,Familia Martinez Martinez
606,Pangkalanbuun,ID,84.34,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
607,Waipawa,NZ,60.64,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
609,Agadez,NE,75.47,clear sky,19.75,10.25,
610,Ko Samui,TH,82.27,overcast clouds,9.5357,99.9357,The Passage
611,Takaka,NZ,61.56,overcast clouds,-40.85,172.8,Golden Bay Motels
612,Hojo,JP,59.49,broken clouds,33.9766,132.7777,Seapa Makoto
613,Tanout,NE,80.87,scattered clouds,14.9709,8.8879,
614,Mhlume,SZ,77.85,broken clouds,-26.0333,31.85,
615,Tuy Hoa,VN,77.94,scattered clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
617,Buala,SB,81.32,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
618,Maragogi,BR,77.74,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
619,Antalaha,MG,79.03,clear sky,-14.9003,50.2788,Hotel Vitasoa
620,Taywarah,AF,60.15,clear sky,33.35,64.4167,
621,Bemidji,US,49.55,clear sky,47.4736,-94.8803,Hampton Inn & Suites Bemidji
622,Kiama,AU,70.0,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
623,Young,UY,58.75,few clouds,-32.6833,-57.6333,Posada Gira el Sol
624,Cap-Aux-Meules,CA,49.14,overcast clouds,47.3821,-61.8597,Château Madelinot
625,Port Hedland,AU,78.85,clear sky,-20.3167,118.5667,The Esplanade Hotel
626,Helmsdale,GB,52.95,clear sky,58.1168,-3.6517,Broomhill House
630,Pozarevac,RS,62.74,clear sky,44.6153,21.1825,Hostel Pozarevac
631,Carroll,US,51.12,scattered clouds,39.5501,-77.0164,Best Western Westminster Hotel
632,Ludvika,SE,53.4,few clouds,60.1496,15.1878,Ludvika Stadshotell
634,Malazgirt,TR,51.57,clear sky,39.1427,42.5401,malazgirt otel
635,Port Macquarie,AU,64.42,clear sky,-31.4333,152.9167,Rydges Port Macquarie
636,Abha,SA,73.65,clear sky,18.2164,42.5053,Abha Hotel
637,Lashio,MM,77.7,scattered clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
639,Peniche,PT,67.28,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
641,Marsh Harbour,BS,80.04,clear sky,26.5412,-77.0636,Abaco Beach Resort
644,Vila Franca Do Campo,PT,57.61,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
645,Coruripe,BR,76.98,overcast clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
646,Wote,KE,80.67,overcast clouds,-1.7808,37.6288,MASLAHI TENA HOTEL
647,Bonito,BR,70.03,broken clouds,-21.1211,-56.4819,Marruá Hotel
648,North Bend,US,55.85,broken clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
649,Laguna,US,57.78,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
650,Itoman,JP,78.82,scattered clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
651,Providencia,MX,70.93,clear sky,28.7167,-111.5833,
653,Morant Bay,JM,78.42,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
654,Ibiruba,BR,63.3,broken clouds,-28.6275,-53.0897,Hotel Pitangueira - O melhor serviço pelo menor preço.
655,Bhitarwar,IN,86.83,clear sky,25.8,78.1167,Rahman master
657,Havelock,US,62.55,mist,34.8791,-76.9013,Sherwood Motel
658,Warragul,AU,53.44,moderate rain,-38.1667,145.9333,Comfort Inn & Suites Warragul
660,Shevchenkove,UA,51.31,overcast clouds,49.6959,37.1735,Hotelʹ Komunalʹnoho Pidpryyemstva Akva
