City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
330,Viransehir,TR,37.2353,39.7631,73.54,15,11,4.61,few clouds
331,San Marcos,US,33.1434,-117.1661,61.9,88,75,1.01,broken clouds
332,Guerrero Negro,MX,27.9769,-114.0611,66.54,81,2,10.11,clear sky
333,Druzhba,UA,52.0428,33.9453,52.79,85,100,12.37,overcast clouds
334,Alvorada,BR,-12.48,-49.1247,73.58,91,100,2.53,overcast clouds
335,Benghazi,LY,32.1167,20.0667,71.92,58,0,15.43,clear sky
336,Borogontsy,RU,62.6683,131.1683,7.38,95,25,6.46,scattered clouds
337,Mao,ES,39.8885,4.2658,72.16,83,20,6.91,few clouds
338,Kurdzhinovo,RU,43.9884,40.9552,51.55,60,30,4.61,scattered clouds
339,Abnub,EG,27.2696,31.1511,80.71,34,0,15.03,clear sky
340,Hunfeld,DE,50.6797,9.7673,64.11,83,100,5.46,overcast clouds
341,Bayonne,FR,43.3333,-1.4167,77.63,25,0,5.75,clear sky
342,San Policarpo,PH,12.1791,125.5072,82.0,82,100,17.05,light rain
343,Urumqi,CN,43.801,87.6005,41.95,65,20,4.47,few clouds
344,Hobyo,SO,5.3505,48.5268,82.76,66,25,10.89,scattered clouds
345,La Ronge,CA,55.1001,-105.2842,40.51,58,0,9.71,clear sky
346,Salinopolis,BR,-0.6136,-47.3561,79.07,80,100,11.74,overcast clouds
347,Mogok,MM,22.9167,96.5,73.31,75,29,2.3,scattered clouds
348,Leh,IN,34.1667,77.5833,41.47,30,0,3.11,clear sky
349,Malamig,PH,12.95,121.3667,77.4,88,100,18.68,moderate rain
350,Nikolsk,RU,53.7189,46.0712,39.24,73,99,11.27,overcast clouds
351,Norman Wells,CA,65.282,-126.8329,13.69,98,100,1.1,overcast clouds
352,Senneterre,CA,48.3835,-77.2328,35.87,80,28,10.33,scattered clouds
353,Ordu,TR,40.9086,37.6845,47.91,71,88,3.96,overcast clouds
354,Samarai,PG,-10.6167,150.6667,82.36,76,19,12.95,few clouds
355,Kungurtug,RU,50.5994,97.5228,27.43,69,100,7.23,overcast clouds
356,Vieques,PR,18.425,-65.8329,80.89,82,100,11.05,overcast clouds
357,Bilibino,RU,68.0546,166.4372,-0.78,99,100,0.96,overcast clouds
358,Beberibe,BR,-4.1797,-38.1306,77.61,78,69,11.39,broken clouds
359,Quang Ngai,VN,15.1167,108.8,76.8,88,99,12.41,overcast clouds
360,Lisburn,GB,54.5234,-6.0353,55.62,92,40,11.5,light rain
361,Leningradskiy,RU,69.3833,178.4167,11.91,90,100,23.49,overcast clouds
362,Pangody,RU,65.85,74.4859,21.31,83,60,16.98,broken clouds
363,Harper,LR,4.375,-7.7169,80.58,80,70,4.72,light rain
364,Portland,US,45.5234,-122.6762,55.11,95,100,0.0,mist
365,Malanje,AO,-9.5402,16.341,67.53,89,100,2.91,light rain
366,Novobohdanivka,UA,47.0819,35.3272,58.69,51,42,8.03,scattered clouds
367,Artyom,AZ,40.4723,50.333,59.14,73,100,8.59,light rain
368,Minna,NG,9.6139,6.5569,83.53,38,100,6.22,overcast clouds
369,Palmerston,AU,-12.486,130.9833,87.78,71,75,16.11,broken clouds
370,Ternate,ID,0.8,127.4,83.25,75,77,7.94,broken clouds
371,Annau,TM,37.8876,58.516,67.35,42,21,7.25,few clouds
372,Altamira,BR,-3.2033,-52.2064,71.29,83,96,2.21,overcast clouds
373,Caravelas,BR,-17.7125,-39.2481,74.17,89,16,5.59,few clouds
374,Cabo San Lucas,MX,22.8909,-109.9124,74.52,78,4,4.68,clear sky
375,Thayetmyo,MM,19.3167,95.1833,89.28,57,17,5.66,few clouds
376,Walvis Bay,NA,-22.9575,14.5053,61.09,71,83,8.32,broken clouds
377,Yerkoy,TR,39.6381,34.4672,54.64,45,0,6.13,clear sky
378,Flinders,AU,-34.5833,150.8552,65.25,57,0,14.54,clear sky
379,Acapulco,MX,16.8634,-99.8901,78.62,94,75,2.3,light rain
380,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,93,100,20.71,drizzle
381,The Valley,AI,18.217,-63.0578,79.83,76,70,17.78,broken clouds
382,Malangwa,NP,26.8568,85.5581,84.49,46,0,1.92,clear sky
383,San Cristobal,VE,7.7669,-72.225,64.71,95,88,3.83,overcast clouds
384,Wuxi,CN,31.5689,120.2886,63.95,51,8,8.63,clear sky
385,Chimbarongo,CL,-34.7,-71.05,48.45,75,0,2.59,clear sky
386,Namatanai,PG,-3.6667,152.4333,81.43,81,70,6.46,light rain
387,Zyryanka,RU,65.75,150.85,7.45,86,100,7.87,overcast clouds
388,Ati,TD,13.2154,18.3353,91.96,14,65,11.99,broken clouds
389,Lorengau,PG,-2.0226,147.2712,81.91,76,98,5.03,overcast clouds
390,Boma,GH,7.0805,-2.1697,82.27,67,88,1.39,overcast clouds
391,Nisia Floresta,BR,-6.0911,-35.2086,74.21,74,90,11.52,overcast clouds
392,Silver City,US,32.7701,-108.2803,46.69,59,0,8.05,clear sky
393,Zapolyarnyy,RU,69.4154,30.8136,33.08,100,100,8.81,overcast clouds
394,Louis Trichardt,ZA,-23.0439,29.9032,65.68,63,96,11.03,overcast clouds
395,Bydgoszcz,PL,53.1235,18.0076,63.61,65,0,14.97,clear sky
396,Sebeta,ET,8.9167,38.6167,68.81,34,99,8.97,overcast clouds
397,Kahului,US,20.8947,-156.47,78.84,84,13,7.0,few clouds
398,Porto Velho,BR,-8.7619,-63.9039,75.25,94,75,2.3,mist
399,Torrelavega,ES,43.3494,-4.0479,78.46,35,100,13.0,overcast clouds
400,Traverse City,US,44.7631,-85.6206,40.84,93,0,0.0,clear sky
401,Yamoussoukro,CI,6.8206,-5.2767,74.86,94,96,1.07,overcast clouds
402,Maxixe,MZ,-23.8597,35.3472,76.15,75,88,15.82,moderate rain
403,Opuwo,NA,-18.0607,13.84,85.17,23,52,5.23,light rain
404,Nyurba,RU,63.2842,118.3319,21.7,94,100,9.33,light snow
405,Nuuk,GL,64.1835,-51.7216,34.41,64,75,9.22,light snow
406,Chase,CA,50.8165,-119.6857,47.16,59,100,7.07,overcast clouds
407,Amapa,BR,1.0,-52.0,70.45,100,50,0.6,scattered clouds
408,Carutapera,BR,-1.195,-46.02,78.35,80,100,8.46,overcast clouds
409,Coihaique,CL,-45.5752,-72.0662,27.48,98,34,5.46,scattered clouds
410,Westport,US,41.1415,-73.3579,47.75,79,0,8.05,clear sky
411,Columbus,US,39.9612,-82.9988,43.92,81,0,5.75,clear sky
412,Poltavka,RU,54.3663,71.7632,26.89,84,64,5.68,broken clouds
413,Tabou,CI,4.423,-7.3528,80.73,80,20,5.21,few clouds
414,Amahai,ID,-3.3333,128.9167,81.63,81,100,3.13,light rain
415,Camacha,PT,33.0833,-16.3333,67.42,83,40,5.75,scattered clouds
416,Juneau,US,58.3019,-134.4197,38.21,94,100,6.91,overcast clouds
417,Gunnedah,AU,-30.9833,150.25,60.46,57,72,5.5,broken clouds
418,Pisco,PE,-13.7,-76.2167,55.45,88,75,2.3,mist
419,Puerto Quijarro,BO,-17.7833,-57.7667,75.92,81,74,2.91,broken clouds
420,Maromitsa,RU,59.8683,48.0123,35.94,96,100,8.5,light rain
421,Verkhoyansk,RU,67.5447,133.385,-4.56,96,14,2.66,few clouds
422,Dori,BF,14.0354,-0.0345,85.28,12,0,16.28,clear sky
423,South Venice,US,27.0531,-82.4243,71.98,74,0,5.99,clear sky
424,Ouadda,CF,8.0777,22.4007,87.89,30,95,7.23,overcast clouds
425,Uong Bi,VN,21.0333,106.7833,84.18,61,94,4.25,overcast clouds
426,Bathsheba,BB,13.2167,-59.5167,81.21,89,75,11.5,broken clouds
427,Beipiao,CN,41.7919,120.7792,47.98,36,99,4.47,overcast clouds
428,Bagan,RU,54.1001,77.6646,31.62,64,75,10.22,broken clouds
429,Rock Sound,BS,24.9,-76.2,80.33,74,2,15.79,clear sky
430,Moron,AR,-34.6534,-58.6198,67.98,65,62,4.03,broken clouds
431,Ballina,AU,-28.8667,153.5667,67.68,74,20,7.83,few clouds
432,Aromashevo,RU,56.8602,68.6375,36.97,60,98,7.29,overcast clouds
433,Liuli,TZ,-11.0833,34.6333,85.68,44,43,6.2,scattered clouds
434,Llanes,ES,43.4198,-4.7549,69.03,62,100,10.11,overcast clouds
435,Yinchuan,CN,38.4681,106.2731,60.84,43,100,1.57,overcast clouds
436,Turbat,PK,26.0023,63.044,90.7,30,81,4.76,broken clouds
437,Sucre,BO,-19.0333,-65.2627,54.5,83,3,2.93,clear sky
438,Komsomolskiy,UZ,40.4272,71.7189,65.12,34,36,4.61,scattered clouds
439,Worthington,US,40.0931,-83.018,43.47,79,0,0.0,clear sky
440,Cuamba,MZ,-14.8031,36.5372,95.04,25,4,5.7,clear sky
441,Byron Bay,AU,-28.65,153.6167,67.75,77,37,7.38,scattered clouds
442,Leku,ET,6.8667,38.45,73.0,46,72,5.68,broken clouds
443,Gizo,SB,-8.103,156.8419,83.03,73,56,3.36,broken clouds
444,Aransas Pass,US,27.9095,-97.15,64.4,100,0,5.01,clear sky
445,Batagay-Alyta,RU,67.8006,130.4114,-6.02,85,3,5.82,clear sky
446,Qasigiannguit,GL,68.8193,-51.1922,34.05,98,100,7.4,light snow
447,Biltine,TD,14.5333,20.9167,93.06,14,13,11.79,few clouds
448,Matamoros,MX,25.5333,-103.25,54.1,33,2,4.59,clear sky
449,Maltahohe,NA,-24.8333,16.9833,85.87,7,0,7.9,clear sky
450,Sirna,RO,44.8,25.95,66.42,87,2,2.26,clear sky
451,Nikko,JP,36.75,139.6167,44.65,78,29,7.0,scattered clouds
452,Palu,ID,-0.8917,119.8707,80.76,93,100,1.23,overcast clouds
453,Bani Walid,LY,31.7566,13.9942,71.42,61,6,5.37,clear sky
454,Dobroye,RU,52.8678,39.8109,48.83,85,100,10.71,overcast clouds
455,Dingle,PH,10.9995,122.6711,78.62,89,100,15.59,heavy intensity rain
456,Medford,US,42.3265,-122.8756,48.65,75,0,4.61,clear sky
457,Svetlogorsk,BY,52.6333,29.7333,55.67,81,100,11.39,overcast clouds
458,Yershov,RU,51.3513,48.2766,38.03,96,100,7.99,overcast clouds
459,Kholm,RU,59.2667,32.85,49.37,96,100,7.58,overcast clouds
460,Bilma,NE,18.6853,12.9164,79.5,18,0,12.68,clear sky
461,Amuntai,ID,-2.4177,115.2494,86.25,64,80,3.89,broken clouds
462,Ngunguru,NZ,-35.6167,174.5,64.0,94,92,16.13,overcast clouds
463,Severo-Kurilsk,RU,50.6789,156.125,38.53,68,76,8.79,broken clouds
464,Vostok,RU,46.4856,135.8833,28.6,89,50,2.3,scattered clouds
465,Madimba,TZ,-10.4,40.3333,83.8,61,22,9.91,few clouds
466,Porto Novo,BJ,6.4965,2.6036,84.34,70,83,4.14,broken clouds
467,Ilulissat,GL,69.2167,-51.1,33.82,93,75,9.22,broken clouds
468,Turukhansk,RU,65.8167,87.9833,19.6,94,85,12.15,overcast clouds
469,Khani,GE,41.9563,42.9566,49.57,74,68,4.12,broken clouds
470,Rio Grande,BR,-32.035,-52.0986,63.01,92,1,9.24,clear sky
471,Billings,US,45.7833,-108.5007,46.17,44,40,9.22,scattered clouds
472,Santa Maria Del Oro,MX,25.9333,-105.3667,44.65,39,8,1.43,clear sky
473,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,39,0,21.85,clear sky
474,General Pico,AR,-35.6566,-63.7568,59.0,60,87,8.7,overcast clouds
475,Puerto Ayacucho,VE,5.6639,-67.6236,74.86,94,100,3.65,overcast clouds
476,Tiksi,RU,71.6872,128.8694,-4.25,96,65,8.88,broken clouds
477,Roald,NO,62.5833,6.1333,53.76,93,75,8.05,broken clouds
478,Lola,GN,7.8,-8.5333,77.49,75,88,1.07,overcast clouds
479,Sayyan,YE,15.1718,44.3244,67.5,12,43,11.83,scattered clouds
480,Plattsburgh,US,44.6995,-73.4529,36.86,93,0,0.0,clear sky
481,Lojt Kirkeby,DK,55.0833,9.4667,55.35,81,100,10.54,overcast clouds
482,Lasa,IT,46.6166,10.7002,68.11,48,72,0.38,broken clouds
483,Englewood,US,39.6478,-104.9878,44.56,55,0,4.61,clear sky
484,Arlit,NE,18.7369,7.3853,80.65,16,0,9.46,clear sky
485,Nome,US,64.5011,-165.4064,15.87,79,0,5.75,clear sky
486,Mareeba,AU,-17.0,145.4333,80.44,80,33,5.55,scattered clouds
487,Mazara Del Vallo,IT,37.6641,12.588,73.94,77,7,7.78,clear sky
488,Manaus,BR,-3.1019,-60.025,77.5,94,75,4.61,broken clouds
489,Kansanshi,ZM,-12.0951,26.4273,89.56,20,44,10.65,scattered clouds
490,Blackwater,AU,-23.5833,148.8833,79.86,27,0,6.6,clear sky
491,Avera,US,33.194,-82.5271,57.25,75,96,10.13,overcast clouds
492,Andenes,NO,69.3143,16.1194,39.92,87,75,16.11,sleet
493,Pa Sang,TH,18.5262,98.9394,90.18,49,60,2.95,broken clouds
494,Tessalit,ML,20.1986,1.0114,80.73,18,0,19.33,clear sky
495,Karasburg,NA,-28.0167,18.75,87.82,13,0,10.07,clear sky
496,Zhanaozen,KZ,43.3,52.8,52.92,62,69,14.7,broken clouds
497,Vuktyl,RU,63.8567,57.3094,31.95,97,100,12.3,light snow
498,Smithers,CA,54.7804,-127.1743,25.9,90,8,3.36,clear sky
499,Simoes,BR,-7.5989,-40.8178,73.62,73,78,10.27,broken clouds
500,Puri,IN,19.8,85.85,86.52,44,0,4.27,clear sky
501,Sundumbili,ZA,-29.1337,31.3975,78.42,45,18,15.5,few clouds
502,Lormi,IN,22.2833,81.7333,83.7,33,0,2.66,clear sky
503,Halifax,CA,44.6453,-63.5724,37.51,90,96,1.32,overcast clouds
504,Devrek,TR,41.2192,31.9558,59.85,53,19,4.65,few clouds
505,Kwinana,AU,-32.25,115.7667,60.82,71,100,8.99,overcast clouds
506,Erzurum,TR,40.0,41.5,47.88,38,0,3.71,clear sky
507,Ankazobe,MG,-18.3167,47.1167,79.02,43,80,5.08,broken clouds
508,Pozo Colorado,PY,-23.4923,-58.7972,72.57,91,47,5.84,scattered clouds
509,Cerrik,AL,41.0317,19.9758,69.35,31,0,2.75,clear sky
510,Ambulu,ID,-8.345,113.6058,79.39,70,91,5.35,overcast clouds
511,La Paz,BO,-16.5,-68.15,40.98,38,20,2.3,few clouds
512,Kaset Sombun,TH,16.2805,101.9542,79.68,71,99,6.24,overcast clouds
513,Arman,RU,59.7,150.1667,24.75,96,100,6.22,light snow
514,Kapit,MY,2.0167,112.9333,84.13,78,91,2.33,overcast clouds
515,Ust-Omchug,RU,61.15,149.6333,15.6,96,100,2.44,light snow
516,High Rock,BS,26.6208,-78.2833,73.42,75,1,15.08,clear sky
517,Moose Factory,CA,51.2585,-80.6094,46.26,73,100,14.16,overcast clouds
518,Sibolga,ID,1.7427,98.7792,80.67,84,84,2.13,broken clouds
519,Pokhara,NP,28.2333,83.9833,74.82,46,21,2.77,few clouds
520,Atherton,GB,53.5237,-2.4935,55.69,93,100,5.01,overcast clouds
521,Petropavlovka,RU,50.6114,105.3196,40.23,66,100,6.44,overcast clouds
522,Orange Cove,US,36.6244,-119.3137,55.56,48,0,4.61,haze
523,North Myrtle Beach,US,33.816,-78.68,59.22,96,99,5.01,overcast clouds
524,Shingu,JP,33.7333,135.9833,58.32,66,13,5.79,few clouds
525,Chebenki,RU,51.9337,55.7077,37.15,39,100,7.38,overcast clouds
526,Vallenar,CL,-28.5708,-70.7581,59.43,58,3,1.95,clear sky
527,Lata,PT,40.1629,-8.3327,60.93,93,100,4.32,moderate rain
528,Wonthaggi,AU,-38.6044,145.5913,52.83,78,95,11.97,overcast clouds
529,Fethiye,TR,36.6217,29.1164,76.87,44,0,6.62,clear sky
530,Necochea,AR,-38.5473,-58.7368,54.36,95,100,12.62,light rain
531,Rio Gallegos,AR,-51.6226,-69.2181,37.45,70,0,17.27,clear sky
532,Salamiyah,SY,35.0113,37.0532,78.04,26,3,2.01,clear sky
533,Marienburg,PL,54.0359,19.0266,61.84,76,75,17.34,broken clouds
534,Masindi,UG,1.6744,31.715,75.27,70,100,4.74,overcast clouds
535,Abdanan,IR,32.9926,47.4198,79.16,18,47,9.01,scattered clouds
536,Rampur Hat,IN,24.1667,87.7833,84.4,44,0,6.51,clear sky
537,Carballo,ES,43.213,-8.691,62.76,91,81,9.46,broken clouds
538,Hailar,CN,49.2,119.7,39.13,25,65,6.55,broken clouds
539,Hambantota,LK,6.1241,81.1185,89.94,70,40,4.61,scattered clouds
540,Urla,TR,38.3229,26.764,70.2,43,0,12.35,clear sky
541,Nagua,DO,19.3832,-69.8474,74.32,92,78,2.21,broken clouds
542,Waverly,US,42.7392,-84.6208,35.76,87,0,0.0,fog
543,New Kensington,US,40.5698,-79.7648,45.07,68,0,4.07,clear sky
544,Morro Bay,US,35.3658,-120.8499,52.14,31,3,5.14,clear sky
545,Ponta Delgada,PT,37.7333,-25.6667,57.92,67,20,2.3,few clouds
546,Matara,LK,5.9485,80.5353,83.1,69,100,6.2,overcast clouds
547,Casablanca,MA,33.5928,-7.6192,75.42,39,100,8.99,overcast clouds
548,Tabuk,PH,17.4189,121.4443,74.77,96,100,10.78,moderate rain
549,Tatawin,TN,32.9297,10.4518,74.75,37,2,4.0,clear sky
550,Xining,CN,36.6167,101.7667,46.71,68,51,5.01,broken clouds
551,Port-Gentil,GA,-0.7193,8.7815,78.76,89,75,3.44,broken clouds
552,Greensboro,US,36.0726,-79.792,53.55,82,100,10.36,overcast clouds
553,Gat,IL,31.61,34.7642,84.4,13,37,5.17,scattered clouds
554,Celendin,PE,-6.8703,-78.1517,52.99,67,98,1.57,overcast clouds
555,Debre Tabor,ET,11.85,38.0167,65.53,43,33,2.59,scattered clouds
556,Bay Roberts,CA,47.5999,-53.2648,40.91,88,0,7.85,clear sky
557,Ciudad Guayana,VE,8.3533,-62.6528,74.37,93,100,2.28,moderate rain
558,Puerto Escondido,MX,15.85,-97.0667,78.19,87,41,3.6,light rain
559,Lodeynoye Pole,RU,60.726,33.5531,48.99,96,100,5.97,overcast clouds
560,Estacion Coahuila,MX,32.1939,-115.0017,65.01,17,2,9.17,clear sky
561,Rudbar,AF,30.15,62.6,88.41,9,73,1.03,broken clouds
562,Xai-Xai,MZ,-25.0519,33.6442,75.94,62,85,13.42,overcast clouds
563,Makat,KZ,47.6469,53.3463,38.01,95,100,8.59,overcast clouds
564,Touros,BR,-5.1989,-35.4608,79.68,72,97,15.7,overcast clouds
565,Severomuysk,RU,56.1481,113.4267,12.34,80,100,1.12,overcast clouds
566,Amboasary,MG,-25.0333,46.3833,76.37,70,100,18.57,light rain
567,Makokou,GA,0.5738,12.8642,77.49,73,89,1.59,overcast clouds
568,Snezhnogorsk,RU,69.1933,33.2531,37.18,98,100,11.32,overcast clouds
569,Kutum,SD,14.2,24.6667,82.09,18,25,10.96,scattered clouds
570,Dalbandin,PK,28.8947,64.4101,86.32,8,79,6.04,broken clouds
571,Teacapan,MX,22.55,-105.75,70.38,85,3,4.0,clear sky
572,Naryan-Mar,RU,67.6713,53.087,25.41,94,66,15.59,broken clouds
573,Kamenskiy,RU,50.8855,45.488,39.6,71,100,6.69,overcast clouds
574,Alindao,CF,5.0267,21.2088,83.53,68,100,2.73,light rain
575,Nhamunda,BR,-2.1861,-56.7131,73.44,70,100,3.15,overcast clouds
576,Micheweni,TZ,-4.9667,39.8333,83.44,62,70,3.89,broken clouds
577,Ganzhou,CN,28.8184,115.4327,70.03,54,21,9.82,few clouds
578,Viedma,AR,-40.8135,-62.9967,52.11,46,96,8.03,overcast clouds
579,Can Tho,VN,10.0333,105.7833,85.98,66,75,5.75,broken clouds
580,Slavyanka,RU,42.8633,131.3847,46.89,54,2,11.1,clear sky
581,Tecoanapa,MX,16.5167,-98.75,77.31,91,11,2.19,few clouds
582,Werda,BW,-25.2667,23.2833,85.86,33,0,22.48,clear sky
583,Ta Khmau,KH,11.4833,104.95,86.05,66,40,11.5,scattered clouds
584,Kozuchow,PL,51.7456,15.5949,66.47,70,100,9.78,overcast clouds
585,Dolinsk,RU,47.35,142.8,44.31,96,99,7.16,overcast clouds
586,Lagoa,PT,39.05,-27.9833,61.95,57,79,10.65,broken clouds
587,Morehead,US,37.2711,-87.1764,49.98,93,100,0.0,fog
588,Sabha,LY,27.0377,14.4283,69.51,55,0,12.8,clear sky
589,Buin,CL,-33.7333,-70.75,61.74,58,4,2.13,clear sky
590,Filadelfia,US,39.9523,-75.1638,50.88,75,100,9.22,overcast clouds
591,Beringovskiy,RU,63.05,179.3167,15.06,69,22,14.27,few clouds
592,Port Hardy,CA,50.6996,-127.4199,48.31,94,100,7.27,light rain
593,Praia,CV,14.9215,-23.5087,79.34,65,0,10.36,clear sky
594,College,US,64.8569,-147.8028,5.07,83,20,4.61,few clouds
595,Dekar,BW,-21.5333,21.9333,89.55,24,1,13.33,clear sky
596,Sorong,ID,-0.8833,131.25,83.41,78,95,13.89,overcast clouds
597,Kargasok,RU,59.0556,80.8572,30.56,72,31,6.87,scattered clouds
598,Ardabil,IR,38.2498,48.2933,44.69,91,100,7.29,light rain
599,Ilawe,NG,7.8667,4.4333,79.02,59,79,1.63,broken clouds
600,Alice Springs,AU,-23.7,133.8833,88.21,40,75,17.27,broken clouds
601,Brewster,US,41.3973,-73.6171,41.88,88,0,0.0,clear sky
602,Nabire,ID,-3.3667,135.4833,78.33,87,100,1.36,overcast clouds
603,Hervey Bay,AU,-25.2986,152.8535,74.25,68,8,11.03,clear sky
604,Poum,NC,-20.2333,164.0167,79.05,76,7,1.48,clear sky
605,Graciano Sanchez,MX,23.9167,-99.2833,65.35,49,34,6.69,scattered clouds
606,Pangkalanbuun,ID,-2.6833,111.6167,84.34,67,100,5.41,overcast clouds
607,Waipawa,NZ,-41.4122,175.5153,60.64,88,100,13.8,overcast clouds
608,Mochalishche,RU,56.3306,48.3547,37.44,78,100,9.33,light rain
609,Agadez,NE,19.75,10.25,75.47,25,0,15.84,clear sky
610,Ko Samui,TH,9.5357,99.9357,82.27,71,100,6.4,overcast clouds
611,Takaka,NZ,-40.85,172.8,61.56,99,100,8.68,overcast clouds
612,Hojo,JP,33.9766,132.7777,59.49,55,60,12.86,broken clouds
613,Tanout,NE,14.9709,8.8879,80.87,16,38,20.42,scattered clouds
614,Mhlume,SZ,-26.0333,31.85,77.85,42,84,5.97,broken clouds
615,Tuy Hoa,VN,13.0833,109.3,77.94,87,40,15.57,scattered clouds
616,Otjiwarongo,NA,-20.4637,16.6477,88.23,14,14,1.21,few clouds
617,Buala,SB,-8.145,159.5921,81.32,81,99,2.75,overcast clouds
618,Maragogi,BR,-9.0122,-35.2225,77.74,73,74,8.81,broken clouds
619,Antalaha,MG,-14.9003,50.2788,79.03,63,9,9.33,clear sky
620,Taywarah,AF,33.35,64.4167,60.15,15,3,10.09,clear sky
621,Bemidji,US,47.4736,-94.8803,49.55,89,0,5.75,clear sky
622,Kiama,AU,-34.6833,150.8667,70.0,52,0,5.01,clear sky
623,Young,UY,-32.6833,-57.6333,58.75,63,15,9.06,few clouds
624,Cap-Aux-Meules,CA,47.3821,-61.8597,49.14,60,85,20.24,overcast clouds
625,Port Hedland,AU,-20.3167,118.5667,78.85,44,0,26.46,clear sky
626,Helmsdale,GB,58.1168,-3.6517,52.95,82,6,3.29,clear sky
627,Paamiut,GL,61.994,-49.6678,33.6,81,100,33.71,overcast clouds
628,Hinton,CA,53.4001,-117.5857,39.22,54,36,13.69,scattered clouds
629,Haines Junction,CA,60.7522,-137.5108,18.14,81,93,2.84,overcast clouds
630,Pozarevac,RS,44.6153,21.1825,62.74,60,0,1.9,clear sky
631,Carroll,US,39.5501,-77.0164,51.12,83,40,4.61,scattered clouds
632,Ludvika,SE,60.1496,15.1878,53.4,65,19,15.97,few clouds
633,Ambilobe,MG,-13.2,49.05,95.2,29,0,6.73,clear sky
634,Malazgirt,TR,39.1427,42.5401,51.57,38,0,3.49,clear sky
635,Port Macquarie,AU,-31.4333,152.9167,64.42,66,9,5.06,clear sky
636,Abha,SA,18.2164,42.5053,73.65,12,0,0.0,clear sky
637,Lashio,MM,22.9333,97.75,77.7,72,40,0.78,scattered clouds
638,Belomorsk,RU,64.5232,34.7668,43.84,87,100,10.02,overcast clouds
639,Peniche,PT,39.3558,-9.3811,67.28,95,99,8.25,overcast clouds
640,Henties Bay,NA,-22.116,14.2845,63.07,70,52,8.46,broken clouds
641,Marsh Harbour,BS,26.5412,-77.0636,80.04,73,1,16.64,clear sky
642,Malakal,SS,9.5334,31.6605,96.03,33,100,2.08,overcast clouds
643,Sergeyevka,KZ,53.88,67.4158,27.32,78,100,5.79,overcast clouds
644,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,67,95,2.68,overcast clouds
645,Coruripe,BR,-10.1256,-36.1756,76.98,80,98,9.69,overcast clouds
646,Wote,KE,-1.7808,37.6288,80.67,42,98,5.99,overcast clouds
647,Bonito,BR,-21.1211,-56.4819,70.03,87,61,3.87,broken clouds
648,North Bend,US,43.4065,-124.2243,55.85,100,75,5.75,broken clouds
649,Laguna,US,38.421,-121.4238,57.78,78,0,6.91,clear sky
650,Itoman,JP,26.1247,127.6694,78.82,73,40,20.71,scattered clouds
651,Providencia,MX,28.7167,-111.5833,70.93,45,3,10.29,clear sky
652,Mgachi,RU,51.05,142.2667,32.22,90,5,0.76,clear sky
653,Morant Bay,JM,17.8815,-76.4093,78.42,77,35,8.48,scattered clouds
654,Ibiruba,BR,-28.6275,-53.0897,63.3,90,82,4.43,broken clouds
655,Bhitarwar,IN,25.8,78.1167,86.83,29,0,2.91,clear sky
656,Beisfjord,NO,68.3751,17.5988,41.05,99,100,8.12,overcast clouds
657,Havelock,US,34.8791,-76.9013,62.55,93,100,11.5,mist
658,Warragul,AU,-38.1667,145.9333,53.44,99,96,3.71,moderate rain
659,Oksfjord,NO,70.2396,22.3479,39.38,93,100,10.49,overcast clouds
660,Shevchenkove,UA,49.6959,37.1735,51.31,72,100,11.74,overcast clouds
